16500.00 1641492409.68
16888.00 1641492409.69
16731.00 1641492409.70
16278.00 1641492409.71
16140.00 1641492409.72
16399.00 1641492409.73
17188.00 1641492409.74
17111.00 1641492409.75
16107.00 1641492409.76
16255.00 1641492409.77
16763.00 1641492409.78
16138.00 1641492409.79
15758.00 1641492409.80
16542.00 1641492409.81
16345.00 1641492409.82
15851.00 1641492409.83
16659.00 1641492409.84
16486.00 1641492409.85
16196.00 1641492409.86
17163.00 1641492409.87
17018.00 1641492409.88
15877.00 1641492409.89
16378.00 1641492409.90
16912.00 1641492409.91
16107.00 1641492409.92
16328.00 1641492409.93
16728.00 1641492409.94
16174.00 1641492409.95
16247.00 1641492409.96
16790.00 1641492409.97
16009.00 1641492409.98
15558.00 1641492409.99
16636.00 1641492410.00
16665.00 1641492410.01
15826.00 1641492410.02
16521.00 1641492410.03
17416.00 1641492410.04
16939.00 1641492410.05
16784.00 1641492410.06
16760.00 1641492410.07
16387.00 1641492410.08
16447.00 1641492410.09
16570.00 1641492410.10
16324.00 1641492410.11
16184.00 1641492410.12
16426.00 1641492410.13
16395.00 1641492410.14
16039.00 1641492410.15
16039.00 1641492410.16
16558.00 1641492410.17
16007.00 1641492410.18
15798.00 1641492410.19
16617.00 1641492410.20
16123.00 1641492410.21
16057.00 1641492410.22
16689.00 1641492410.23
16889.00 1641492410.24
16647.00 1641492410.25
16641.00 1641492410.26
16947.00 1641492410.27
16835.00 1641492410.28
17250.00 1641492410.29
17138.00 1641492410.30
16653.00 1641492410.31
16988.00 1641492410.32
16733.00 1641492410.33
16050.00 1641492410.34
16306.00 1641492410.35
16438.00 1641492410.36
15700.00 1641492410.37
15611.00 1641492410.38
16364.00 1641492410.39
16531.00 1641492410.40
16052.00 1641492410.41
15902.00 1641492410.42
15997.00 1641492410.43
15648.00 1641492410.44
15861.00 1641492410.45
17171.00 1641492410.46
17096.00 1641492410.47
16310.00 1641492410.48
16617.00 1641492410.49
16213.00 1641492410.50
15921.00 1641492410.51
17141.00 1641492410.52
17395.00 1641492410.53
16407.00 1641492410.54
16095.00 1641492410.55
15961.00 1641492410.56
15687.00 1641492410.57
16181.00 1641492410.58
16805.00 1641492410.59
17233.00 1641492410.60
17292.00 1641492410.61
16881.00 1641492410.62
16973.00 1641492410.63
16685.00 1641492410.64
16591.00 1641492410.65
16585.00 1641492410.66
15663.00 1641492410.67
15543.00 1641492410.68
15963.00 1641492410.69
15949.00 1641492410.70
15995.00 1641492410.71
16185.00 1641492410.72
16145.00 1641492410.73
16266.00 1641492410.74
16865.00 1641492410.75
16727.00 1641492410.76
16498.00 1641492410.77
16903.00 1641492410.78
16545.00 1641492410.79
16270.00 1641492410.80
17080.00 1641492410.81
17465.00 1641492410.82
16910.00 1641492410.83
16528.00 1641492410.84
16250.00 1641492410.85
16098.00 1641492410.86
15929.00 1641492410.87
15862.00 1641492410.88
16417.00 1641492410.89
16644.00 1641492410.90
16369.00 1641492410.91
16333.00 1641492410.92
16329.00 1641492410.93
15728.00 1641492410.94
15862.00 1641492410.95
16343.00 1641492410.96
15794.00 1641492410.97
15496.00 1641492410.98
16180.00 1641492410.99
17125.00 1641492411.00
16902.00 1641492411.01
16634.00 1641492411.02
17093.00 1641492411.03
16851.00 1641492411.04
16521.00 1641492411.05
16653.00 1641492411.06
16695.00 1641492411.07
16493.00 1641492411.08
16296.00 1641492411.09
16841.00 1641492411.10
16631.00 1641492411.11
15435.00 1641492411.12
15676.00 1641492411.13
16731.00 1641492411.14
16810.00 1641492411.15
16291.00 1641492411.16
16287.00 1641492411.17
16038.00 1641492411.18
15843.00 1641492411.19
15919.00 1641492411.20
16034.00 1641492411.21
16485.00 1641492411.22
16756.00 1641492411.23
17053.00 1641492411.24
16777.00 1641492411.25
16000.00 1641492411.26
15919.00 1641492411.27
16344.00 1641492411.28
16193.00 1641492411.29
16429.00 1641492411.30
16736.00 1641492411.31
16459.00 1641492411.32
16709.00 1641492411.33
16856.00 1641492411.34
16509.00 1641492411.35
16176.00 1641492411.36
16456.00 1641492411.37
16190.00 1641492411.38
15783.00 1641492411.39
16209.00 1641492411.40
16534.00 1641492411.41
16474.00 1641492411.42
16390.00 1641492411.43
16456.00 1641492411.44
16149.00 1641492411.45
15857.00 1641492411.46
16321.00 1641492411.47
16799.00 1641492411.48
16186.00 1641492411.49
16215.00 1641492411.50
16711.00 1641492411.51
16224.00 1641492411.52
16112.00 1641492411.53
16392.00 1641492411.54
16443.00 1641492411.55
16632.00 1641492411.56
16875.00 1641492411.57
16613.00 1641492411.58
16207.00 1641492411.59
16338.00 1641492411.60
