15866.00 1641499020.91
17010.00 1641499020.92
17067.00 1641499020.93
16812.00 1641499020.94
16563.00 1641499020.95
16350.00 1641499020.96
16996.00 1641499020.97
16698.00 1641499020.98
16156.00 1641499020.99
16288.00 1641499021.00
15780.00 1641499021.01
15681.00 1641499021.02
17071.00 1641499021.03
17503.00 1641499021.04
16587.00 1641499021.05
15283.00 1641499021.06
14794.00 1641499021.07
15492.00 1641499021.08
16203.00 1641499021.09
16961.00 1641499021.10
16743.00 1641499021.11
15890.00 1641499021.12
16110.00 1641499021.13
17225.00 1641499021.14
17370.00 1641499021.15
16528.00 1641499021.16
15964.00 1641499021.17
15440.00 1641499021.18
14612.00 1641499021.19
15051.00 1641499021.20
17248.00 1641499021.21
17442.00 1641499021.22
16383.00 1641499021.23
16461.00 1641499021.24
15892.00 1641499021.25
15724.00 1641499021.26
16125.00 1641499021.27
16191.00 1641499021.28
15739.00 1641499021.29
15790.00 1641499021.30
17249.00 1641499021.31
17322.00 1641499021.32
16244.00 1641499021.33
15753.00 1641499021.34
15634.00 1641499021.35
16221.00 1641499021.36
16800.00 1641499021.37
16595.00 1641499021.38
16632.00 1641499021.39
17236.00 1641499021.40
16705.00 1641499021.41
15897.00 1641499021.42
16218.00 1641499021.43
15603.00 1641499021.44
14490.00 1641499021.45
14999.00 1641499021.46
15989.00 1641499021.47
16390.00 1641499021.48
16775.00 1641499021.49
16738.00 1641499021.50
16934.00 1641499021.51
17687.00 1641499021.52
17059.00 1641499021.53
15854.00 1641499021.54
16349.00 1641499021.55
17352.00 1641499021.56
16740.00 1641499021.57
15689.00 1641499021.58
15516.00 1641499021.59
16055.00 1641499021.60
16230.00 1641499021.61
15175.00 1641499021.62
14948.00 1641499021.63
15463.00 1641499021.64
15655.00 1641499021.65
16136.00 1641499021.66
16375.00 1641499021.67
15978.00 1641499021.68
16281.00 1641499021.69
17506.00 1641499021.70
17272.00 1641499021.71
16452.00 1641499021.72
16353.00 1641499021.73
15706.00 1641499021.74
15641.00 1641499021.75
16497.00 1641499021.76
16515.00 1641499021.77
15779.00 1641499021.78
15513.00 1641499021.79
15700.00 1641499021.80
16373.00 1641499021.81
17273.00 1641499021.82
16669.00 1641499021.83
16215.00 1641499021.84
17674.00 1641499021.85
17979.00 1641499021.86
15397.00 1641499021.87
13980.00 1641499021.88
15039.00 1641499021.89
15068.00 1641499021.90
14900.00 1641499021.91
16515.00 1641499021.92
17018.00 1641499021.93
16071.00 1641499021.94
16828.00 1641499021.95
17778.00 1641499021.96
18015.00 1641499021.97
17360.00 1641499021.98
15731.00 1641499021.99
15056.00 1641499022.00
14538.00 1641499022.01
14440.00 1641499022.02
14935.00 1641499022.03
15493.00 1641499022.04
16489.00 1641499022.05
17184.00 1641499022.06
17530.00 1641499022.07
17357.00 1641499022.08
17247.00 1641499022.09
16779.00 1641499022.10
15638.00 1641499022.11
15489.00 1641499022.12
15175.00 1641499022.13
14446.00 1641499022.14
14847.00 1641499022.15
16096.00 1641499022.16
17335.00 1641499022.17
17703.00 1641499022.18
17376.00 1641499022.19
16400.00 1641499022.20
15430.00 1641499022.21
15784.00 1641499022.22
16266.00 1641499022.23
16182.00 1641499022.24
16212.00 1641499022.25
16499.00 1641499022.26
16041.00 1641499022.27
15523.00 1641499022.28
16602.00 1641499022.29
17415.00 1641499022.30
16087.00 1641499022.31
15221.00 1641499022.32
16181.00 1641499022.33
17016.00 1641499022.34
16947.00 1641499022.35
15978.00 1641499022.36
15589.00 1641499022.37
15555.00 1641499022.38
15760.00 1641499022.39
16138.00 1641499022.40
16131.00 1641499022.41
16361.00 1641499022.42
16239.00 1641499022.43
15919.00 1641499022.44
15738.00 1641499022.45
16226.00 1641499022.46
16048.00 1641499022.47
15474.00 1641499022.48
16049.00 1641499022.49
16460.00 1641499022.50
16840.00 1641499022.51
16916.00 1641499022.52
16163.00 1641499022.53
16263.00 1641499022.54
17167.00 1641499022.55
17195.00 1641499022.56
16240.00 1641499022.57
15180.00 1641499022.58
15711.00 1641499022.59
16129.00 1641499022.60
15017.00 1641499022.61
15295.00 1641499022.62
16149.00 1641499022.63
16157.00 1641499022.64
16684.00 1641499022.65
17360.00 1641499022.66
16815.00 1641499022.67
16301.00 1641499022.68
16609.00 1641499022.69
16551.00 1641499022.70
15837.00 1641499022.71
15756.00 1641499022.72
16490.00 1641499022.73
16477.00 1641499022.74
16156.00 1641499022.75
15578.00 1641499022.76
15165.00 1641499022.77
15576.00 1641499022.78
16245.00 1641499022.79
16560.00 1641499022.80
16438.00 1641499022.81
16757.00 1641499022.82
16740.00 1641499022.83
16769.00 1641499022.84
16669.00 1641499022.85
15405.00 1641499022.86
15314.00 1641499022.87
15719.00 1641499022.88
15401.00 1641499022.89
15718.00 1641499022.90
16889.00 1641499022.91
17387.00 1641499022.92
16366.00 1641499022.93
16159.00 1641499022.94
16590.00 1641499022.95
16426.00 1641499022.96
16429.00 1641499022.97
16925.00 1641499022.98
16778.00 1641499022.99
15780.00 1641499023.00
15499.00 1641499023.01
15481.00 1641499023.02
15687.00 1641499023.03
16134.00 1641499023.04
16283.00 1641499023.05
15788.00 1641499023.06
15590.00 1641499023.07
16690.00 1641499023.08
16421.00 1641499023.09
15896.00 1641499023.10
17008.00 1641499023.11
17524.00 1641499023.12
16903.00 1641499023.13
15878.00 1641499023.14
15617.00 1641499023.15
16037.00 1641499023.16
16323.00 1641499023.17
16442.00 1641499023.18
16406.00 1641499023.19
16239.00 1641499023.20
16094.00 1641499023.21
15758.00 1641499023.22
15190.00 1641499023.23
15267.00 1641499023.24
15614.00 1641499023.25
16140.00 1641499023.26
16600.00 1641499023.27
16367.00 1641499023.28
16349.00 1641499023.29
16807.00 1641499023.30
16912.00 1641499023.31
16488.00 1641499023.32
16062.00 1641499023.33
