15902.00 1641497683.78
17629.00 1641497683.79
16758.00 1641497683.80
16440.00 1641497683.81
15995.00 1641497683.82
17348.00 1641497683.83
16830.00 1641497683.84
13699.00 1641497683.85
15155.00 1641497683.86
16791.00 1641497683.87
16039.00 1641497683.88
17113.00 1641497683.89
15687.00 1641497683.90
14120.00 1641497683.91
16498.00 1641497683.92
17286.00 1641497683.93
16577.00 1641497683.94
17546.00 1641497683.95
16905.00 1641497683.96
15936.00 1641497683.97
15932.00 1641497683.98
15828.00 1641497683.99
16385.00 1641497684.00
16161.00 1641497684.01
15338.00 1641497684.02
15067.00 1641497684.03
16063.00 1641497684.04
17298.00 1641497684.05
17243.00 1641497684.06
16219.00 1641497684.07
15853.00 1641497684.08
16378.00 1641497684.09
16316.00 1641497684.10
16352.00 1641497684.11
16967.00 1641497684.12
15912.00 1641497684.13
15895.00 1641497684.14
16708.00 1641497684.15
15676.00 1641497684.16
15344.00 1641497684.17
16515.00 1641497684.18
17574.00 1641497684.19
15938.00 1641497684.20
15631.00 1641497684.21
17168.00 1641497684.22
17001.00 1641497684.23
15081.00 1641497684.24
13645.00 1641497684.25
16215.00 1641497684.26
17958.00 1641497684.27
16965.00 1641497684.28
15763.00 1641497684.29
15597.00 1641497684.30
16001.00 1641497684.31
16476.00 1641497684.32
17113.00 1641497684.33
16843.00 1641497684.34
16810.00 1641497684.35
15945.00 1641497684.36
15363.00 1641497684.37
15834.00 1641497684.38
15768.00 1641497684.39
16631.00 1641497684.40
17197.00 1641497684.41
16775.00 1641497684.42
16318.00 1641497684.43
15172.00 1641497684.44
14805.00 1641497684.45
16278.00 1641497684.46
18024.00 1641497684.47
16955.00 1641497684.48
15124.00 1641497684.49
15232.00 1641497684.50
15835.00 1641497684.51
16921.00 1641497684.52
16769.00 1641497684.53
15999.00 1641497684.54
16633.00 1641497684.55
16693.00 1641497684.56
15725.00 1641497684.57
15803.00 1641497684.58
16954.00 1641497684.59
16512.00 1641497684.60
16076.00 1641497684.61
16780.00 1641497684.62
16100.00 1641497684.63
15638.00 1641497684.64
16122.00 1641497684.65
16076.00 1641497684.66
15931.00 1641497684.67
16903.00 1641497684.68
16654.00 1641497684.69
15378.00 1641497684.70
16442.00 1641497684.71
17305.00 1641497684.72
16119.00 1641497684.73
15736.00 1641497684.74
16393.00 1641497684.75
16712.00 1641497684.76
16859.00 1641497684.77
16773.00 1641497684.78
16546.00 1641497684.79
15686.00 1641497684.80
15472.00 1641497684.81
16614.00 1641497684.82
17290.00 1641497684.83
16266.00 1641497684.84
15855.00 1641497684.85
16013.00 1641497684.86
15186.00 1641497684.87
16198.00 1641497684.88
17009.00 1641497684.89
16463.00 1641497684.90
17044.00 1641497684.91
17221.00 1641497684.92
15948.00 1641497684.93
15617.00 1641497684.94
15867.00 1641497684.95
15997.00 1641497684.96
17001.00 1641497684.97
16201.00 1641497684.98
14975.00 1641497684.99
16582.00 1641497685.00
17052.00 1641497685.01
15553.00 1641497685.02
15947.00 1641497685.03
16764.00 1641497685.04
16742.00 1641497685.05
16958.00 1641497685.06
16235.00 1641497685.07
15284.00 1641497685.08
16247.00 1641497685.09
16950.00 1641497685.10
16153.00 1641497685.11
16079.00 1641497685.12
16123.00 1641497685.13
16267.00 1641497685.14
17320.00 1641497685.15
16058.00 1641497685.16
15008.00 1641497685.17
16529.00 1641497685.18
16598.00 1641497685.19
16145.00 1641497685.20
16662.00 1641497685.21
16702.00 1641497685.22
15960.00 1641497685.23
16572.00 1641497685.24
17247.00 1641497685.25
16250.00 1641497685.26
15894.00 1641497685.27
15608.00 1641497685.28
15675.00 1641497685.29
16448.00 1641497685.30
15993.00 1641497685.31
16277.00 1641497685.32
16447.00 1641497685.33
16045.00 1641497685.34
16182.00 1641497685.35
15579.00 1641497685.36
15918.00 1641497685.37
16280.00 1641497685.38
16420.00 1641497685.39
16723.00 1641497685.40
16470.00 1641497685.41
